3154.186078,8.175466634
3098.834229,10.10783972
3144.122105,30.25385703
3149.154091,55.23080706
3214.569913,59.23945336
3278.548024,66.19952056
3317.725631,72.34464319
3476.233199,276.014711
3496.361144,292.9743684
3556.744979,298.8331592
3588.614226,312.7092425
3629.480053,403.6466453
3687.576622,404.9081074
3747.960457,405.2164649
3805.548745,413.2337575
3989.495798,655.6026799
4049.879634,656.8361096
4110.263469,658.3778966
4170.647304,659.3029688
4266.255043,659.3029698
4231.031139,661.7698281
4271.287029,709.5652263
4331.670865,711.1070133
4392.0547,711.1070143
4452.438535,713.5738726
4487.662439,714.8073022
5537.060303,2745.42493
5589.667432,2748.116049
5627.636056,2873.824954
5680.243185,2878.088696
